District code,District name,Category,Student group,2022-2023 student count - year to date,2022-2023 attendance rate - year to date,2021-2022 student count,2021-2022 attendance rate,2020-2021 student count,2020-2021 attendance rate,2019-2020 student count,2019-2020 attendance rate,Reporting period,Update date
1180011,Ridgefield School District,Race/Ethnicity,Black or African American,33,0.9411,32,0.9537,29,0.9703,30,0.9529,May-23,6/16/23
1180011,Ridgefield School District,Race/Ethnicity,Hispanic/Latino of any race,408,0.9409,395,0.939,391,0.969,358,0.9484,May-23,6/16/23
1180011,Ridgefield School District,Race/Ethnicity,White,3550,0.9426,3591,0.945,3625,0.9751,3767,0.9545,May-23,6/16/23
1180011,Ridgefield School District,High Needs,Students Without High Needs,3487,0.9472,3537,0.9489,3599,0.9802,3768,0.9577,May-23,6/16/23
1180011,Ridgefield School District,High Needs,Students With High Needs,1020,0.9323,995,0.9325,944,0.957,893,0.9402,May-23,6/16/23
1190011,Rocky Hill School District,,All Students,2439,0.9407,2483,0.9437,2556,0.9766,2615,0.9618,May-23,6/16/23
1190011,Rocky Hill School District,Students With Disabilities,Students With Disabilities,316,0.9223,348,0.9221,325,0.9625,315,0.9473,May-23,6/16/23
1190011,Rocky Hill School District,Free/Reduced Lunch,Free Meal Eligible,378,0.9223,427,0.9088,435,0.9488,446,0.944,May-23,6/16/23
1190011,Rocky Hill School District,Free/Reduced Lunch,Reduced Price Meal Eligible,87,0.9411,64,0.9351,61,0.97,92,0.9604,May-23,6/16/23
1190011,Rocky Hill School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,465,0.9258,491,0.9122,496,0.9514,538,0.9468,May-23,6/16/23
1190011,Rocky Hill School District,English Learners,English Learners,200,0.943,193,0.9404,204,0.9818,214,0.9655,May-23,6/16/23
1190011,Rocky Hill School District,Race/Ethnicity,All other races,783,0.948,798,0.9535,856,0.9863,883,0.9666,May-23,6/16/23
1190011,Rocky Hill School District,Race/Ethnicity,Black or African American,93,0.9354,87,0.9422,85,0.9622,80,0.9596,May-23,6/16/23
1190011,Rocky Hill School District,Race/Ethnicity,Hispanic/Latino of any race,288,0.9207,297,0.9178,269,0.9513,260,0.9412,May-23,6/16/23
1190011,Rocky Hill School District,Race/Ethnicity,White,1275,0.9411,1301,0.9436,1346,0.9763,1392,0.9626,May-23,6/16/23
1190011,Rocky Hill School District,High Needs,Students Without High Needs,1634,0.9463,1646,0.9535,1720,0.9834,1736,0.9669,May-23,6/16/23
1190011,Rocky Hill School District,High Needs,Students With High Needs,805,0.9297,837,0.9239,836,0.9622,879,0.9514,May-23,6/16/23
1210011,Salem School District,,All Students,379,0.9383,385,0.9452,372,0.9573,414,0.9552,May-23,6/16/23
1210011,Salem School District,Students With Disabilities,Students With Disabilities,61,0.9228,63,0.938,57,0.9465,62,0.9637,May-23,6/16/23
1210011,Salem School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,77,0.9107,72,0.9162,75,0.9258,86,0.944,May-23,6/16/23
1210011,Salem School District,Race/Ethnicity,Hispanic/Latino of any race,34,0.9256,31,0.9374,,,32,0.9541,May-23,6/16/23
1210011,Salem School District,Race/Ethnicity,White,311,0.9394,321,0.9459,305,0.9565,347,0.9555,May-23,6/16/23
1210011,Salem School District,High Needs,Students Without High Needs,263,0.9473,273,0.9528,259,0.9682,293,0.9568,May-23,6/16/23
1210011,Salem School District,High Needs,Students With High Needs,116,0.9182,112,0.9261,113,0.932,121,0.9511,May-23,6/16/23
1220011,Salisbury School District,,All Students,291,0.9309,282,0.9408,294,0.9657,264,0.9528,May-23,6/16/23
1220011,Salisbury School District,Students With Disabilities,Students With Disabilities,37,0.936,32,0.9232,28,0.9578,25,0.9305,May-23,6/16/23
1220011,Salisbury School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,49,0.9207,51,0.9306,44,0.948,59,0.9319,May-23,6/16/23
1220011,Salisbury School District,Race/Ethnicity,Hispanic/Latino of any race,34,0.9215,31,0.9358,29,0.9511,,,May-23,6/16/23
1220011,Salisbury School District,Race/Ethnicity,White,228,0.9317,221,0.9422,232,0.9687,211,0.9519,May-23,6/16/23
1220011,Salisbury School District,High Needs,Students Without High Needs,213,0.9318,205,0.9436,224,0.9703,187,0.9584,May-23,6/16/23
1220011,Salisbury School District,High Needs,Students With High Needs,78,0.9282,77,0.9331,70,0.9508,77,0.9389,May-23,6/16/23
1230011,Scotland School District,,All Students,78,0.9319,86,0.913,82,0.9529,88,0.9656,May-23,6/16/23
1230011,Scotland School District,Students With Disabilities,Students With Disabilities,20,0.9251,24,0.9127,20,0.938,,,May-23,6/16/23
1230011,Scotland School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,29,0.9289,32,0.9132,29,0.9441,35,0.9665,May-23,6/16/23
1230011,Scotland School District,Race/Ethnicity,White,70,0.9338,78,0.9154,,,,,May-23,6/16/23
1230011,Scotland School District,High Needs,Students Without High Needs,38,0.9344,39,0.9179,39,0.9606,43,0.9657,May-23,6/16/23
1230011,Scotland School District,High Needs,Students With High Needs,40,0.9294,47,0.9088,43,0.9457,45,0.9656,May-23,6/16/23
1240011,Seymour School District,,All Students,2061,0.9293,2076,0.9058,2076,0.9478,2175,0.9498,May-23,6/16/23
1240011,Seymour School District,Students With Disabilities,Students With Disabilities,304,0.9098,324,0.8795,316,0.9121,318,0.9314,May-23,6/16/23
1240011,Seymour School District,Free/Reduced Lunch,Free Meal Eligible,670,0.9135,647,0.9025,688,0.921,669,0.9329,May-23,6/16/23
1240011,Seymour School District,Free/Reduced Lunch,Reduced Price Meal Eligible,204,0.9302,165,0.9277,187,0.9507,184,0.946,May-23,6/16/23
1240011,Seymour School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,874,0.9175,812,0.9078,875,0.9274,853,0.9357,May-23,6/16/23
1240011,Seymour School District,English Learners,English Learners,131,0.9285,120,0.8723,88,0.9397,85,0.9466,May-23,6/16/23
1240011,Seymour School District,Race/Ethnicity,All other races,112,0.942,118,0.906,125,0.9305,127,0.9466,May-23,6/16/23
1240011,Seymour School District,Race/Ethnicity,Black or African American,146,0.9346,143,0.9076,117,0.9506,112,0.9571,May-23,6/16/23
1240011,Seymour School District,Race/Ethnicity,Hispanic/Latino of any race,450,0.9058,432,0.8797,370,0.9265,372,0.942,May-23,6/16/23
1240011,Seymour School District,Race/Ethnicity,White,1353,0.9355,1383,0.9135,1464,0.9543,1564,0.9513,May-23,6/16/23
1240011,Seymour School District,High Needs,Students Without High Needs,1027,0.9405,1066,0.9145,1038,0.967,1151,0.9607,May-23,6/16/23
1240011,Seymour School District,High Needs,Students With High Needs,1034,0.9185,1010,0.8963,1038,0.9284,1024,0.9374,May-23,6/16/23
1250011,Sharon School District,,All Students,100,0.9386,99,0.93,109,0.9613,96,0.9578,May-23,6/16/23
1250011,Sharon School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,38,0.9416,46,0.9311,42,0.9557,39,0.9578,May-23,6/16/23
1250011,Sharon School District,Race/Ethnicity,White,86,0.9392,85,0.9325,89,0.9617,84,0.9565,May-23,6/16/23
1250011,Sharon School District,High Needs,Students Without High Needs,52,0.9409,40,0.9444,53,0.97,47,0.9627,May-23,6/16/23
1250011,Sharon School District,High Needs,Students With High Needs,48,0.9363,59,0.9204,56,0.953,49,0.9531,May-23,6/16/23
1260011,Shelton School District,,All Students,4432,0.9324,4386,0.9388,4340,0.9557,4601,0.9535,May-23,6/16/23
1260011,Shelton School District,Students With Disabilities,Students With Disabilities,658,0.9222,671,0.9194,634,0.935,663,0.9435,May-23,6/16/23
1260011,Shelton School District,Free/Reduced Lunch,Free Meal Eligible,1102,0.9153,1065,0.9199,1023,0.9251,1175,0.9425,May-23,6/16/23
1260011,Shelton School District,Free/Reduced Lunch,Reduced Price Meal Eligible,290,0.9263,218,0.9368,227,0.9457,240,0.9478,May-23,6/16/23
1260011,Shelton School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,1392,0.9176,1283,0.9228,1250,0.9288,1415,0.9434,May-23,6/16/23
1260011,Shelton School District,English Learners,English Learners,319,0.9296,318,0.9432,280,0.9482,260,0.9578,May-23,6/16/23
1260011,Shelton School District,Race/Ethnicity,All other races,429,0.9312,423,0.9507,404,0.9695,411,0.9631,May-23,6/16/23
1260011,Shelton School District,Race/Ethnicity,Black or African American,372,0.9446,329,0.9492,305,0.9513,323,0.9565,May-23,6/16/23
1260011,Shelton School District,Race/Ethnicity,Hispanic/Latino of any race,1015,0.9226,970,0.9269,822,0.9387,790,0.9489,May-23,6/16/23
1260011,Shelton School District,Race/Ethnicity,White,2616,0.9347,2664,0.9398,2809,0.9591,3077,0.9531,May-23,6/16/23
1260011,Shelton School District,High Needs,Students Without High Needs,2562,0.9409,2595,0.9481,2630,0.9683,2741,0.9586,May-23,6/16/23
1260011,Shelton School District,High Needs,Students With High Needs,1870,0.921,1791,0.925,1710,0.9361,1860,0.9459,May-23,6/16/23
1270011,Sherman School District,,All Students,239,0.9304,247,0.9405,250,0.962,251,0.9544,May-23,6/16/23
1270011,Sherman School District,Students With Disabilities,Students With Disabilities,32,0.9135,36,0.9296,39,0.9504,44,0.9498,May-23,6/16/23
1270011,Sherman School District,Race/Ethnicity,Hispanic/Latino of any race,22,0.933,21,0.9543,,,,,May-23,6/16/23
1270011,Sherman School District,Race/Ethnicity,White,197,0.9301,207,0.9393,213,0.9605,219,0.9529,May-23,6/16/23
1270011,Sherman School District,High Needs,Students Without High Needs,201,0.9335,204,0.943,203,0.9647,197,0.9551,May-23,6/16/23
1270011,Sherman School District,High Needs,Students With High Needs,38,0.914,43,0.9288,47,0.9503,54,0.9518,May-23,6/16/23
1280011,Simsbury School District,,All Students,4075,0.9414,4069,0.9422,4003,0.974,4035,0.9571,May-23,6/16/23
1280011,Simsbury School District,Students With Disabilities,Students With Disabilities,641,0.9244,675,0.9166,615,0.9524,591,0.9477,May-23,6/16/23
1280011,Simsbury School District,Free/Reduced Lunch,Free Meal Eligible,516,0.9177,509,0.9132,499,0.9462,423,0.9446,May-23,6/16/23
1280011,Simsbury School District,Free/Reduced Lunch,Reduced Price Meal Eligible,99,0.9383,96,0.9291,116,0.9661,160,0.9569,May-23,6/16/23
1280011,Simsbury School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,615,0.921,605,0.9157,615,0.95,583,0.948,May-23,6/16/23
1280011,Simsbury School District,English Learners,English Learners,75,0.931,76,0.9309,72,0.9516,80,0.9544,May-23,6/16/23
1280011,Simsbury School District,Race/Ethnicity,All other races,490,0.9483,476,0.951,459,0.9808,464,0.9602,May-23,6/16/23
1280011,Simsbury School District,Race/Ethnicity,Black or African American,233,0.9297,239,0.9229,230,0.9461,231,0.9562,May-23,6/16/23
1280011,Simsbury School District,Race/Ethnicity,Hispanic/Latino of any race,458,0.932,456,0.9306,438,0.9625,381,0.9508,May-23,6/16/23
1280011,Simsbury School District,Race/Ethnicity,White,2894,0.9426,2898,0.9442,2876,0.9769,2959,0.9575,May-23,6/16/23
1280011,Simsbury School District,High Needs,Students Without High Needs,2953,0.9471,2932,0.9503,2906,0.9811,2964,0.9599,May-23,6/16/23
1280011,Simsbury School District,High Needs,Students With High Needs,1122,0.9266,1137,0.9214,1097,0.955,1071,0.9494,May-23,6/16/23
1290011,Somers School District,,All Students,1318,0.94,1319,0.9471,1300,0.9598,1318,0.955,May-23,6/16/23
1290011,Somers School District,Students With Disabilities,Students With Disabilities,186,0.9254,195,0.9286,216,0.9357,201,0.942,May-23,6/16/23
1290011,Somers School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,78,0.9202,104,0.9192,105,0.9154,153,0.9358,May-23,6/16/23
1290011,Somers School District,Race/Ethnicity,All other races,44,0.9399,42,0.9453,42,0.9575,40,0.9496,May-23,6/16/23
1290011,Somers School District,Race/Ethnicity,Black or African American,30,0.924,30,0.9346,38,0.9251,40,0.9475,May-23,6/16/23
1290011,Somers School District,Race/Ethnicity,Hispanic/Latino of any race,77,0.9283,66,0.9279,60,0.9359,65,0.9508,May-23,6/16/23
1290011,Somers School District,Race/Ethnicity,White,1167,0.9412,1181,0.9486,1160,0.9622,1173,0.9557,May-23,6/16/23
1290011,Somers School District,High Needs,Students Without High Needs,1068,0.9436,1050,0.9522,1015,0.9666,1017,0.959,May-23,6/16/23
1290011,Somers School District,High Needs,Students With High Needs,250,0.9249,269,0.9273,285,0.9347,301,0.9416,May-23,6/16/23
1310011,Southington School District,,All Students,6206,0.938,6171,0.942,6113,0.9638,6235,0.9527,May-23,6/16/23
1310011,Southington School District,Students With Disabilities,Students With Disabilities,932,0.9108,983,0.9123,942,0.9293,920,0.9301,May-23,6/16/23
1310011,Southington School District,Free/Reduced Lunch,Free Meal Eligible,1206,0.9116,1160,0.9123,1140,0.9275,1167,0.9299,May-23,6/16/23
1310011,Southington School District,Free/Reduced Lunch,Reduced Price Meal Eligible,276,0.9265,242,0.9338,254,0.9568,270,0.9463,May-23,6/16/23
1310011,Southington School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,1482,0.9144,1402,0.9161,1394,0.9329,1437,0.933,May-23,6/16/23
1310011,Southington School District,English Learners,English Learners,176,0.9316,155,0.9338,151,0.9413,135,0.9497,May-23,6/16/23
1310011,Southington School District,Race/Ethnicity,All other races,595,0.9398,565,0.9448,512,0.9639,514,0.9538,May-23,6/16/23
1310011,Southington School District,Race/Ethnicity,Black or African American,160,0.9334,147,0.9321,158,0.9539,150,0.9622,May-23,6/16/23
1310011,Southington School District,Race/Ethnicity,Hispanic/Latino of any race,760,0.9183,694,0.9215,653,0.9332,620,0.9396,May-23,6/16/23
1310011,Southington School District,Race/Ethnicity,White,4691,0.941,4765,0.9449,4790,0.9681,4951,0.9539,May-23,6/16/23
1310011,Southington School District,High Needs,Students Without High Needs,4119,0.9483,4125,0.9534,4105,0.9759,4186,0.9607,May-23,6/16/23
1310011,Southington School District,High Needs,Students With High Needs,2087,0.9178,2046,0.9186,2008,0.9382,2049,0.936,May-23,6/16/23
1320011,South Windsor School District,,All Students,4813,0.9472,4710,0.9481,4515,0.9764,4510,0.9598,May-23,6/16/23
1320011,South Windsor School District,Students With Disabilities,Students With Disabilities,579,0.9286,606,0.9206,594,0.9473,582,0.946,May-23,6/16/23
1320011,South Windsor School District,Free/Reduced Lunch,Free Meal Eligible,606,0.9247,628,0.9204,609,0.9463,642,0.9405,May-23,6/16/23
1320011,South Windsor School District,Free/Reduced Lunch,Reduced Price Meal Eligible,192,0.9467,199,0.9466,162,0.9668,151,0.9577,May-23,6/16/23
1320011,South Windsor School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,798,0.9301,827,0.9267,771,0.9506,793,0.9438,May-23,6/16/23
1320011,South Windsor School District,English Learners,English Learners,400,0.9391,369,0.9389,328,0.9749,324,0.9526,May-23,6/16/23
1320011,South Windsor School District,Race/Ethnicity,All other races,1740,0.9514,1627,0.953,1466,0.9846,1387,0.9632,May-23,6/16/23
1320011,South Windsor School District,Race/Ethnicity,Black or African American,287,0.9378,274,0.9313,274,0.9527,278,0.9497,May-23,6/16/23
1320011,South Windsor School District,Race/Ethnicity,Hispanic/Latino of any race,508,0.938,462,0.9352,431,0.9635,410,0.9523,May-23,6/16/23
1320011,South Windsor School District,Race/Ethnicity,White,2278,0.9473,2347,0.9493,2344,0.9764,2435,0.9602,May-23,6/16/23
1320011,South Windsor School District,High Needs,Students Without High Needs,3356,0.9532,3235,0.9558,3131,0.9843,3125,0.9645,May-23,6/16/23
1320011,South Windsor School District,High Needs,Students With High Needs,1457,0.9337,1475,0.9311,1384,0.9584,1385,0.9489,May-23,6/16/23
1330011,Sprague School District,,All Students,254,0.9215,248,0.9132,246,0.9179,257,0.9446,May-23,6/16/23
1330011,Sprague School District,Students With Disabilities,Students With Disabilities,40,0.9103,43,0.8899,41,0.8999,49,0.9193,May-23,6/16/23
1330011,Sprague School District,Free/Reduced Lunch,Free Meal Eligible,113,0.9157,141,0.9081,128,0.8903,129,0.9369,May-23,6/16/23
1330011,Sprague School District,Free/Reduced Lunch,Reduced Price Meal Eligible,26,0.9115,23,0.9083,32,0.9402,34,0.9569,May-23,6/16/23
1330011,Sprague School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,139,0.915,164,0.9081,160,0.9007,163,0.9412,May-23,6/16/23
1330011,Sprague School District,Race/Ethnicity,Hispanic/Latino of any race,46,0.8995,,,,,39,0.939,May-23,6/16/23
1330011,Sprague School District,Race/Ethnicity,White,160,0.923,163,0.9096,159,0.9286,177,0.942,May-23,6/16/23
1330011,Sprague School District,High Needs,Students Without High Needs,100,0.9326,74,0.9283,72,0.9558,74,0.9623,May-23,6/16/23
1330011,Sprague School District,High Needs,Students With High Needs,154,0.9148,174,0.9069,174,0.9019,183,0.9371,May-23,6/16/23
1340011,Stafford School District,,All Students,1285,0.917,1303,0.9282,1296,0.9437,1371,0.9482,May-23,6/16/23
1340011,Stafford School District,Students With Disabilities,Students With Disabilities,238,0.8959,257,0.9026,230,0.9069,218,0.9388,May-23,6/16/23
1340011,Stafford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,92,0.8833,480,0.9071,574,0.9219,587,0.9385,May-23,6/16/23
1340011,Stafford School District,Race/Ethnicity,Hispanic/Latino of any race,112,0.8963,128,0.9213,105,0.9359,109,0.9376,May-23,6/16/23
1340011,Stafford School District,Race/Ethnicity,White,1100,0.9199,1098,0.9292,1122,0.9443,1183,0.9495,May-23,6/16/23
1340011,Stafford School District,High Needs,Students Without High Needs,977,0.9235,694,0.9424,625,0.9654,692,0.9559,May-23,6/16/23
1340011,Stafford School District,High Needs,Students With High Needs,308,0.8968,609,0.9119,671,0.9233,679,0.9401,May-23,6/16/23
1350011,Stamford School District,,All Students,15938,0.9166,15972,0.916,15816,0.9361,16311,0.9469,May-23,6/16/23
1350011,Stamford School District,Homelessness,Students Experiencing Homelessness,80,0.8619,90,0.8546,74,0.8482,75,0.8648,May-23,6/16/23
1350011,Stamford School District,Students With Disabilities,Students With Disabilities,2311,0.892,2507,0.8925,2329,0.9072,2344,0.9293,May-23,6/16/23
1350011,Stamford School District,Free/Reduced Lunch,Free Meal Eligible,6498,0.905,7168,0.8995,7144,0.9204,8008,0.9401,May-23,6/16/23
1350011,Stamford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,1582,0.923,1293,0.9275,1199,0.9423,1620,0.9503,May-23,6/16/23
1350011,Stamford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,8080,0.9085,8461,0.9038,8343,0.9236,9628,0.9418,May-23,6/16/23
1350011,Stamford School District,English Learners,English Learners,2348,0.8935,2495,0.8918,2157,0.886,2444,0.934,May-23,6/16/23
1350011,Stamford School District,Race/Ethnicity,All other races,1553,0.9184,1611,0.9252,1676,0.9552,1736,0.9457,May-23,6/16/23
1350011,Stamford School District,Race/Ethnicity,Black or African American,2111,0.9063,2209,0.9003,2250,0.9191,2364,0.9413,May-23,6/16/23
1350011,Stamford School District,Race/Ethnicity,Hispanic/Latino of any race,8083,0.9101,7781,0.9089,7274,0.9212,7316,0.9443,May-23,6/16/23
1350011,Stamford School District,Race/Ethnicity,White,4191,0.9335,4371,0.9327,4616,0.9605,4895,0.9538,May-23,6/16/23
1350011,Stamford School District,High Needs,Students Without High Needs,6096,0.9348,5701,0.9392,5880,0.966,5599,0.9584,May-23,6/16/23
1350011,Stamford School District,High Needs,Students With High Needs,9842,0.9059,10271,0.9028,9936,0.9183,10712,0.9409,May-23,6/16/23
1360011,Sterling School District,,All Students,301,0.9224,314,0.9035,295,0.9016,325,0.9372,May-23,6/16/23
1360011,Sterling School District,Students With Disabilities,Students With Disabilities,54,0.908,61,0.8961,50,0.8917,55,0.9146,May-23,6/16/23
1360011,Sterling School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,120,0.9154,120,0.8933,103,0.8695,133,0.928,May-23,6/16/23
1360011,Sterling School District,Race/Ethnicity,Hispanic/Latino of any race,32,0.9186,29,0.8735,24,0.919,,,May-23,6/16/23
1360011,Sterling School District,Race/Ethnicity,White,234,0.924,253,0.907,243,0.9079,269,0.9383,May-23,6/16/23
1360011,Sterling School District,High Needs,Students Without High Needs,154,0.9306,163,0.9128,164,0.9172,165,0.9449,May-23,6/16/23
1360011,Sterling School District,High Needs,Students With High Needs,147,0.914,151,0.8933,131,0.8822,160,0.9294,May-23,6/16/23
1370011,Stonington School District,,All Students,1752,0.9295,1802,0.9317,1848,0.9485,1931,0.9499,May-23,6/16/23
1370011,Stonington School District,Students With Disabilities,Students With Disabilities,241,0.9083,264,0.9101,260,0.9118,291,0.9399,May-23,6/16/23
1370011,Stonington School District,Free/Reduced Lunch,Free Meal Eligible,340,0.8919,392,0.9062,398,0.9114,447,0.9398,May-23,6/16/23
1370011,Stonington School District,Free/Reduced Lunch,Reduced Price Meal Eligible,55,0.9235,67,0.9261,77,0.926,85,0.9477,May-23,6/16/23
1370011,Stonington School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,395,0.8963,459,0.9091,475,0.9137,532,0.9411,May-23,6/16/23
1370011,Stonington School District,Race/Ethnicity,All other races,146,0.9168,148,0.93,149,0.9464,135,0.9568,May-23,6/16/23
1370011,Stonington School District,Race/Ethnicity,White,1458,0.9322,1518,0.9338,1556,0.9527,1650,0.9497,May-23,6/16/23
1370011,Stonington School District,High Needs,Students Without High Needs,1194,0.9402,1179,0.9417,1215,0.9622,1219,0.9544,May-23,6/16/23
1370011,Stonington School District,High Needs,Students With High Needs,558,0.9075,623,0.9125,633,0.922,712,0.9422,May-23,6/16/23
1380011,Stratford School District,,All Students,6671,0.9161,6721,0.9211,6640,0.9202,6694,0.9429,May-23,6/16/23
1380011,Stratford School District,Homelessness,Students Experiencing Homelessness,23,0.8254,40,0.883,26,0.8411,31,0.9013,May-23,6/16/23
1380011,Stratford School District,Students With Disabilities,Students With Disabilities,1033,0.8998,1115,0.9036,1070,0.8818,1000,0.9244,May-23,6/16/23
1380011,Stratford School District,Free/Reduced Lunch,Free Meal Eligible,2402,0.9013,2619,0.907,2691,0.8917,2792,0.9315,May-23,6/16/23
1380011,Stratford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,612,0.9234,626,0.9256,433,0.9266,629,0.9468,May-23,6/16/23
1380011,Stratford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,3014,0.9057,3245,0.9106,3124,0.8966,3421,0.9343,May-23,6/16/23
1380011,Stratford School District,English Learners,English Learners,555,0.9266,541,0.925,454,0.9077,473,0.9441,May-23,6/16/23
1380011,Stratford School District,Race/Ethnicity,All other races,413,0.9264,450,0.9321,458,0.9269,442,0.9477,May-23,6/16/23
1380011,Stratford School District,Race/Ethnicity,Black or African American,1723,0.921,1703,0.924,1633,0.9039,1558,0.9485,May-23,6/16/23
1380011,Stratford School District,Race/Ethnicity,Hispanic/Latino of any race,2722,0.9097,2592,0.9159,2444,0.9117,2440,0.9375,May-23,6/16/23
1380011,Stratford School District,Race/Ethnicity,White,1813,0.9188,1976,0.9229,2105,0.9409,2254,0.9439,May-23,6/16/23
1380011,Stratford School District,High Needs,Students Without High Needs,2997,0.9264,2844,0.9339,2948,0.9463,2768,0.9532,May-23,6/16/23
1380011,Stratford School District,High Needs,Students With High Needs,3674,0.908,3877,0.9117,3692,0.8991,3926,0.9355,May-23,6/16/23
1390011,Suffield School District,,All Students,1993,0.9275,2016,0.9359,2028,0.9546,2068,0.9491,May-23,6/16/23
1390011,Suffield School District,Students With Disabilities,Students With Disabilities,279,0.9057,296,0.9052,286,0.9207,281,0.9152,May-23,6/16/23
1390011,Suffield School District,Free/Reduced Lunch,Free Meal Eligible,234,0.8971,231,0.9061,257,0.9047,303,0.9253,May-23,6/16/23
1390011,Suffield School District,Free/Reduced Lunch,Reduced Price Meal Eligible,80,0.9153,77,0.9126,62,0.9276,54,0.931,May-23,6/16/23
1390011,Suffield School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,314,0.9017,308,0.9078,319,0.9091,357,0.9262,May-23,6/16/23
1390011,Suffield School District,English Learners,English Learners,64,0.9311,63,0.9333,46,0.9302,44,0.937,May-23,6/16/23
1390011,Suffield School District,Race/Ethnicity,All other races,125,0.9315,107,0.9486,103,0.9639,103,0.9619,May-23,6/16/23
1390011,Suffield School District,Race/Ethnicity,Black or African American,79,0.9109,77,0.9092,86,0.9305,74,0.9471,May-23,6/16/23
1390011,Suffield School District,Race/Ethnicity,Hispanic/Latino of any race,171,0.9022,162,0.9213,149,0.9174,147,0.9305,May-23,6/16/23
1390011,Suffield School District,Race/Ethnicity,White,1618,0.9307,1670,0.9378,1690,0.9584,1744,0.9499,May-23,6/16/23
1390011,Suffield School District,High Needs,Students Without High Needs,1436,0.934,1453,0.9449,1478,0.9655,1494,0.9579,May-23,6/16/23
1390011,Suffield School District,High Needs,Students With High Needs,557,0.9111,563,0.9126,550,0.9249,574,0.9259,May-23,6/16/23
1400011,Thomaston School District,,All Students,755,0.9406,795,0.9445,801,0.9556,822,0.9565,May-23,6/16/23
1400011,Thomaston School District,Students With Disabilities,Students With Disabilities,106,0.9143,118,0.9293,127,0.9393,127,0.9398,May-23,6/16/23
1400011,Thomaston School District,Free/Reduced Lunch,Free Meal Eligible,212,0.9228,241,0.9261,194,0.9156,226,0.9396,May-23,6/16/23
1400011,Thomaston School District,Free/Reduced Lunch,Reduced Price Meal Eligible,53,0.9268,45,0.9284,45,0.9346,53,0.9498,May-23,6/16/23
1400011,Thomaston School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,265,0.9236,286,0.9264,239,0.9192,279,0.9415,May-23,6/16/23
1400011,Thomaston School District,Race/Ethnicity,Hispanic/Latino of any race,75,0.9231,84,0.9198,58,0.8938,56,0.9354,May-23,6/16/23
1400011,Thomaston School District,Race/Ethnicity,White,628,0.9426,658,0.9474,703,0.96,730,0.9571,May-23,6/16/23
1400011,Thomaston School District,High Needs,Students Without High Needs,430,0.9512,447,0.9551,482,0.9717,476,0.9654,May-23,6/16/23
1400011,Thomaston School District,High Needs,Students With High Needs,325,0.9268,348,0.9304,319,0.9305,346,0.9439,May-23,6/16/23
1410011,Thompson School District,,All Students,870,0.9192,892,0.8944,925,0.8996,944,0.9296,May-23,6/16/23
1410011,Thompson School District,Students With Disabilities,Students With Disabilities,173,0.8903,183,0.8599,179,0.8567,165,0.92,May-23,6/16/23
1410011,Thompson School District,Free/Reduced Lunch,Free Meal Eligible,290,0.8994,323,0.8702,330,0.8693,373,0.9159,May-23,6/16/23
1410011,Thompson School District,Free/Reduced Lunch,Reduced Price Meal Eligible,83,0.9172,50,0.8869,73,0.8653,84,0.9335,May-23,6/16/23
1410011,Thompson School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,373,0.9034,373,0.8724,403,0.8686,457,0.9191,May-23,6/16/23
1410011,Thompson School District,Race/Ethnicity,Hispanic/Latino of any race,79,0.9113,69,0.8672,73,0.8452,56,0.9159,May-23,6/16/23
1410011,Thompson School District,Race/Ethnicity,White,747,0.9194,783,0.896,805,0.9063,848,0.9302,May-23,6/16/23
1410011,Thompson School District,High Needs,Students Without High Needs,417,0.9376,436,0.9146,450,0.9321,429,0.9397,May-23,6/16/23
1410011,Thompson School District,High Needs,Students With High Needs,453,0.9025,456,0.8749,475,0.8684,515,0.921,May-23,6/16/23
1420011,Tolland School District,,All Students,2227,0.9422,2198,0.9353,2255,0.9736,2319,0.9629,May-23,6/16/23
1420011,Tolland School District,Students With Disabilities,Students With Disabilities,323,0.9272,333,0.9149,323,0.9513,312,0.9492,May-23,6/16/23
1420011,Tolland School District,Free/Reduced Lunch,Free Meal Eligible,258,0.923,260,0.908,220,0.9444,221,0.9486,May-23,6/16/23
